x,y
569679.7160908274,6246766.91414709
569669.3646908273,6246795.58974709
569669.3408555888,6246795.658365939
569669.248851376,6246795.933955297
569669.2266845083,6246796.003131127
569669.1414047813,6246796.280785866
569669.120919281,6246796.350478118
569669.0423640398,6246796.630198239
569669.0235719193,6246796.700366047
569662.5688719196,6246822.024566046
569662.5630651459,6246822.047733118
569662.5402072864,6246822.140492421
569662.5345851305,6246822.163705001
569662.5124671705,6246822.256640391
569662.5070299935,6246822.279896989
569662.4856519329,6246822.373008467
569662.4804000795,6246822.396307608
569654.9323000793,6246856.5150076095
569654.9180934451,6246856.58294048
569654.8644174408,6246856.855292877
569654.8517860728,6246856.923536206
569654.8044373273,6246857.196984197
569654.7933879859,6246857.26550146
569654.7523664992,6246857.540045045
569654.7429050972,6246857.608799575
569650.7288015448,6246889.506473133
569639.6113508085,6246883.270182778
569626.4444095778,6246874.955854591
569626.5015634034,6246851.813936428
569626.5015102682,6246851.787195929
569626.5008210323,6246851.680237014
569626.5005295497,6246851.653498055
569626.4988870359,6246851.546553778
569626.4983572289,6246851.519818476
569626.495761437,6246851.412888836
569626.494993348,6246851.3861593185
569625.4237933479,6246819.11785932
569625.4230030401,6246819.096374402
569625.4195339088,6246819.010447159
569625.4185896509,6246818.988968455
569625.4145049213,6246818.903070485
569625.413406762,6246818.8815991
569625.4087064341,6246818.795730403
569625.4074544295,6246818.77426744
569623.3556259748,6246785.642566926
569621.575597158,6246756.425286191
569621.1713595581,6246723.646863974
569622.9781157702,6246696.716521012
569626.6136513534,6246662.5464793295
569626.6181793936,6246662.500567856
569626.6348784652,6246662.316793557
569626.6386999609,6246662.2708178805
569626.6525694065,6246662.086830276
569626.6556834539,6246662.040801271
569626.6667232736,6246661.85660036
569626.669129136,6246661.810528911
569627.663129136,6246639.48002891
569627.6650656274,6246639.425274615
569627.6708110925,6246639.206204968
569627.6717473335,6246639.151424438
569627.6734908818,6246638.932322942
569627.6734265604,6246638.87753445
569627.6711681918,6246638.658401107
569627.6701033291,6246638.603622927
569626.8524474412,6246609.990662315
569625.8587784945,6246568.983704741
569625.8564707163,6246568.918107939
569625.8443704784,6246568.655853115
569625.8406281378,6246568.590322505
569625.8227975013,6246568.328457868
569625.8176223893,6246568.263024814
569625.794061354,6246568.001550365
569625.7874559484,6246567.936246194
569623.0359559482,6246543.415846195
569623.0249038542,6246543.3288484095
569622.9756191694,6246542.981577697
569622.9620289209,6246542.894940127
569622.902640231,6246542.549406043
569622.8865234419,6246542.463202724
569622.8170307471,6246542.119405269
569622.7984011887,6246542.03370986
569617.0174011892,6246517.195909861
569617.000884568,6246517.128489455
569616.9317071865,6246516.859608207
569616.913635117,6246516.792587987
569616.8382754676,6246516.525450756
569616.797504509,6246516.39275415
569616.6222307361,6246515.866024024
569616.5753648083,6246515.735355568
569616.4756383351,6246515.476326598
569616.449950614,6246515.411840548
569616.3442295232,6246515.155119519
569616.3170566988,6246515.091245054
569609.2723566984,6246499.049245053
569609.2600382407,6246499.021574078
569609.2102069204,6246498.911141742
569609.1976097181,6246498.883596549
569609.1466685768,6246498.773678536
569609.1337939083,6246498.746261917
569609.0817429458,6246498.636858229
569609.068592133,6246498.609573002
569601.8271921333,6246483.777073002
569601.8006741854,6246483.724090084
569601.6925200615,6246483.513226454
569601.6649609475,6246483.460777557
569601.5526855686,6246483.252131645
569601.4944872512,6246483.148917546
569601.253633044,6246482.740818596
569601.1914042578,6246482.639983221
569601.0630132932,6246482.440848498
569601.0304175665,6246482.391372137
569600.8980932106,6246482.194773443
569600.8645267594,6246482.145950457
569590.5884506289,6246467.510911467
569580.7267474539,6246452.456921341
569578.1646472322,6246448.18009441
x,y
569578.1646472322,6246448.18009441
569602.677331024,6246445.31368827
569602.6980089311,6246445.311197497
569602.7806849073,6246445.300947423
569602.8013449883,6246445.2983131595
569602.8839458104,6246445.287489625
569602.9045871114,6246445.284711993
569602.9871127793,6246445.273314998
569603.0077343122,6246445.270394131
569622.9408024143,6246442.376427254
569645.3203633857,6246440.113774225
569671.3600785021,6246437.748395761
569671.3704199604,6246437.747438318
569671.4117791557,6246437.74353695
569671.4221172952,6246437.742543708
569671.4634624209,6246437.738499212
569671.4737970289,6246437.737470189
569671.5151280846,6246437.733282567
569671.5254590043,6246437.732217779
569696.1996688176,6246435.145924235
569714.262913463,6246433.921926338
569722.5921171921,6246433.388082612
569725.1188143023,6246443.697081212
569728.8425174219,6246466.056623531
569731.9779296614,6246493.271516415
569732.8706671653,6246525.905074917
569732.7464147252,6246558.127189106
569730.0940147445,6246588.52645491
569725.1699432987,6246617.310825344
569718.1659033012,6246648.7567177275
569709.996393992,6246678.636345871
569701.8219578404,6246706.769322922
569695.6120187201,6246725.536784914
569689.5157486146,6246740.807597106
569689.5100057664,6246740.822091888
569689.4871851912,6246740.880130301
569689.4815177519,6246740.894654727
569689.4589994209,6246740.95281015
569689.453407545,6246740.967363822
569689.4311914579,6246741.025636254
569689.4256752902,6246741.0402187975
569679.7683752901,6246766.772118798
569679.7650655388,6246766.78098008
569679.7518824746,6246766.816445918
569679.7486006938,6246766.825317554
569679.735529578,6246766.860824627
569679.7322757785,6246766.869706588
569679.7193166114,6246766.905254897
569679.7160908274,6246766.91414709
569669.3646908273,6246795.58974709
569669.3408555888,6246795.658365939
569669.248851376,6246795.933955297
569669.2266845083,6246796.003131127
569669.1414047813,6246796.280785866
569669.120919281,6246796.350478118
569669.0423640398,6246796.630198239
569669.0235719193,6246796.700366047
569662.5688719196,6246822.024566046
569662.5630651459,6246822.047733118
569662.5402072864,6246822.140492421
569662.5345851305,6246822.163705001
569662.5124671705,6246822.256640391
569662.5070299935,6246822.279896989
569662.4856519329,6246822.373008467
569662.4804000795,6246822.396307608
569654.9323000793,6246856.5150076095
569654.9180934451,6246856.58294048
569654.8644174408,6246856.855292877
569654.8517860728,6246856.923536206
569654.8044373273,6246857.196984197
569654.7933879859,6246857.26550146
569654.7523664992,6246857.540045045
569654.7429050972,6246857.608799575
569650.7288015448,6246889.506473133
569639.6113508085,6246883.270182778
569626.4444095778,6246874.955854591
569626.5015634034,6246851.813936428
569626.5015102682,6246851.787195929
569626.5008210323,6246851.680237014
569626.5005295497,6246851.653498055
569626.4988870359,6246851.546553778
569626.4983572289,6246851.519818476
569626.495761437,6246851.412888836
569626.494993348,6246851.3861593185
569625.4237933479,6246819.11785932
569625.4230030401,6246819.096374402
569625.4195339088,6246819.010447159
569625.4185896509,6246818.988968455
569625.4145049213,6246818.903070485
569625.413406762,6246818.8815991
569625.4087064341,6246818.795730403
569625.4074544295,6246818.77426744
569623.3556259748,6246785.642566926
569621.575597158,6246756.425286191
569621.1713595581,6246723.646863974
569622.9781157702,6246696.716521012
569626.6136513534,6246662.5464793295
569626.6181793936,6246662.500567856
569626.6348784652,6246662.316793557
569626.6386999609,6246662.2708178805
569626.6525694065,6246662.086830276
569626.6556834539,6246662.040801271
569626.6667232736,6246661.85660036
569626.669129136,6246661.810528911
569627.663129136,6246639.48002891
569627.6650656274,6246639.425274615
569627.6708110925,6246639.206204968
569627.6717473335,6246639.151424438
569627.6734908818,6246638.932322942
569627.6734265604,6246638.87753445
569627.6711681918,6246638.658401107
569627.6701033291,6246638.603622927
569626.8524474412,6246609.990662315
569625.8587784945,6246568.983704741
569625.8564707163,6246568.918107939
569625.8443704784,6246568.655853115
569625.8406281378,6246568.590322505
569625.8227975013,6246568.328457868
569625.8176223893,6246568.263024814
569625.794061354,6246568.001550365
569625.7874559484,6246567.936246194
569623.0359559482,6246543.415846195
569623.0249038542,6246543.3288484095
569622.9756191694,6246542.981577697
569622.9620289209,6246542.894940127
569622.902640231,6246542.549406043
569622.8865234419,6246542.463202724
569622.8170307471,6246542.119405269
569622.7984011887,6246542.03370986
569617.0174011892,6246517.195909861
569617.000884568,6246517.128489455
569616.9317071865,6246516.859608207
569616.913635117,6246516.792587987
569616.8382754676,6246516.525450756
569616.797504509,6246516.39275415
569616.6222307361,6246515.866024024
569616.5753648083,6246515.735355568
569616.4756383351,6246515.476326598
569616.449950614,6246515.411840548
569616.3442295232,6246515.155119519
569616.3170566988,6246515.091245054
569609.2723566984,6246499.049245053
569609.2600382407,6246499.021574078
569609.2102069204,6246498.911141742
569609.1976097181,6246498.883596549
569609.1466685768,6246498.773678536
569609.1337939083,6246498.746261917
569609.0817429458,6246498.636858229
569609.068592133,6246498.609573002
569601.8271921333,6246483.777073002
569601.8006741854,6246483.724090084
569601.6925200615,6246483.513226454
569601.6649609475,6246483.460777557
569601.5526855686,6246483.252131645
569601.4944872512,6246483.148917546
569601.253633044,6246482.740818596
569601.1914042578,6246482.639983221
569601.0630132932,6246482.440848498
569601.0304175665,6246482.391372137
569600.8980932106,6246482.194773443
569600.8645267594,6246482.145950457
569590.5884506289,6246467.510911467
569580.7267474539,6246452.456921341
569578.1646472322,6246448.18009441
x,y
569578.1646472322,6246448.18009441
569602.677331024,6246445.31368827
569602.6980089311,6246445.311197497
569602.7806849073,6246445.300947423
569602.8013449883,6246445.2983131595
569602.8839458104,6246445.287489625
569602.9045871114,6246445.284711993
569602.9871127793,6246445.273314998
569603.0077343122,6246445.270394131
569622.9408024143,6246442.376427254
569645.3203633857,6246440.113774225
569671.3600785021,6246437.748395761
569671.3704199604,6246437.747438318
569671.4117791557,6246437.74353695
569671.4221172952,6246437.742543708
569671.4634624209,6246437.738499212
569671.4737970289,6246437.737470189
569671.5151280846,6246437.733282567
569671.5254590043,6246437.732217779
569696.1996688176,6246435.145924235
569714.262913463,6246433.921926338
569722.5921171921,6246433.388082612
569725.1188143023,6246443.697081212
569728.8425174219,6246466.056623531
569731.9779296614,6246493.271516415
569732.8706671653,6246525.905074917
569732.7464147252,6246558.127189106
569730.0940147445,6246588.52645491
569725.1699432987,6246617.310825344
569718.1659033012,6246648.7567177275
569709.996393992,6246678.636345871
569701.8219578404,6246706.769322922
569695.6120187201,6246725.536784914
569689.5157486146,6246740.807597106
569689.5100057664,6246740.822091888
569689.4871851912,6246740.880130301
569689.4815177519,6246740.894654727
569689.4589994209,6246740.95281015
569689.453407545,6246740.967363822
569689.4311914579,6246741.025636254
569689.4256752902,6246741.0402187975
569679.7683752901,6246766.772118798
569679.7650655388,6246766.78098008
569679.7518824746,6246766.816445918
569679.7486006938,6246766.825317554
569679.735529578,6246766.860824627
569679.7322757785,6246766.869706588
569679.7193166114,6246766.905254897
569679.7160908274,6246766.91414709
569669.3646908273,6246795.58974709
569669.3408555888,6246795.658365939
569669.248851376,6246795.933955297
569669.2266845083,6246796.003131127
569669.1414047813,6246796.280785866
569669.120919281,6246796.350478118
569669.0423640398,6246796.630198239
569669.0235719193,6246796.700366047
569662.5688719196,6246822.024566046
569662.5630651459,6246822.047733118
569662.5402072864,6246822.140492421
569662.5345851305,6246822.163705001
569662.5124671705,6246822.256640391
569662.5070299935,6246822.279896989
569662.4856519329,6246822.373008467
569662.4804000795,6246822.396307608
569654.9323000793,6246856.5150076095
569654.9180934451,6246856.58294048
569654.8644174408,6246856.855292877
569654.8517860728,6246856.923536206
569654.8044373273,6246857.196984197
569654.7933879859,6246857.26550146
569654.7523664992,6246857.540045045
569654.7429050972,6246857.608799575
569650.7288015448,6246889.506473133
569639.6113508085,6246883.270182778
569626.4444095778,6246874.955854591
569626.5015634034,6246851.813936428
569626.5015102682,6246851.787195929
569626.5008210323,6246851.680237014
569626.5005295497,6246851.653498055
569626.4988870359,6246851.546553778
569626.4983572289,6246851.519818476
569626.495761437,6246851.412888836
569626.494993348,6246851.3861593185
569625.4237933479,6246819.11785932
569625.4230030401,6246819.096374402
569625.4195339088,6246819.010447159
569625.4185896509,6246818.988968455
569625.4145049213,6246818.903070485
569625.413406762,6246818.8815991
569625.4087064341,6246818.795730403
569625.4074544295,6246818.77426744
569623.3556259748,6246785.642566926
569621.575597158,6246756.425286191
569621.1713595581,6246723.646863974
569622.9781157702,6246696.716521012
569626.6136513534,6246662.5464793295
569626.6181793936,6246662.500567856
569626.6348784652,6246662.316793557
569626.6386999609,6246662.2708178805
569626.6525694065,6246662.086830276
569626.6556834539,6246662.040801271
569626.6667232736,6246661.85660036
569626.669129136,6246661.810528911
569627.663129136,6246639.48002891
569627.6650656274,6246639.425274615
569627.6708110925,6246639.206204968
569627.6717473335,6246639.151424438
569627.6734908818,6246638.932322942
569627.6734265604,6246638.87753445
569627.6711681918,6246638.658401107
569627.6701033291,6246638.603622927
569626.8524474412,6246609.990662315
569625.8587784945,6246568.983704741
569625.8564707163,6246568.918107939
569625.8443704784,6246568.655853115
569625.8406281378,6246568.590322505
569625.8227975013,6246568.328457868
569625.8176223893,6246568.263024814
569625.794061354,6246568.001550365
569625.7874559484,6246567.936246194
569623.0359559482,6246543.415846195
569623.0249038542,6246543.3288484095
569622.9756191694,6246542.981577697
569622.9620289209,6246542.894940127
569622.902640231,6246542.549406043
569622.8865234419,6246542.463202724
569622.8170307471,6246542.119405269
569622.7984011887,6246542.03370986
569617.0174011892,6246517.195909861
569617.000884568,6246517.128489455
569616.9317071865,6246516.859608207
569616.913635117,6246516.792587987
569616.8382754676,6246516.525450756
569616.797504509,6246516.39275415
569616.6222307361,6246515.866024024
569616.5753648083,6246515.735355568
569616.4756383351,6246515.476326598
569616.449950614,6246515.411840548
569616.3442295232,6246515.155119519
569616.3170566988,6246515.091245054
569609.2723566984,6246499.049245053
569609.2600382407,6246499.021574078
569609.2102069204,6246498.911141742
569609.1976097181,6246498.883596549
569609.1466685768,6246498.773678536
569609.1337939083,6246498.746261917
569609.0817429458,6246498.636858229
569609.068592133,6246498.609573002
569601.8271921333,6246483.777073002
569601.8006741854,6246483.724090084
569601.6925200615,6246483.513226454
569601.6649609475,6246483.460777557
569601.5526855686,6246483.252131645
569601.4944872512,6246483.148917546
569601.253633044,6246482.740818596
569601.1914042578,6246482.639983221
569601.0630132932,6246482.440848498
569601.0304175665,6246482.391372137
569600.8980932106,6246482.194773443
569600.8645267594,6246482.145950457
569590.5884506289,6246467.510911467
569580.7267474539,6246452.456921341
569578.1646472322,6246448.18009441
x,y
569578.1646472322,6246448.18009441
569602.677331024,6246445.31368827
569602.6980089311,6246445.311197497
569602.7806849073,6246445.300947423
569602.8013449883,6246445.2983131595
569602.8839458104,6246445.287489625
569602.9045871114,6246445.284711993
569602.9871127793,6246445.273314998
569603.0077343122,6246445.270394131
569622.9408024143,6246442.376427254
569645.3203633857,6246440.113774225
569671.3600785021,6246437.748395761
569671.3704199604,6246437.747438318
569671.4117791557,6246437.74353695
569671.4221172952,6246437.742543708
569671.4634624209,6246437.738499212
569671.4737970289,6246437.737470189
569671.5151280846,6246437.733282567
569671.5254590043,6246437.732217779
569696.1996688176,6246435.145924235
569714.262913463,6246433.921926338
569722.5921171921,6246433.388082612
569725.1188143023,6246443.697081212
569728.8425174219,6246466.056623531
569731.9779296614,6246493.271516415
569732.8706671653,6246525.905074917
569732.7464147252,6246558.127189106
569730.0940147445,6246588.52645491
569725.1699432987,6246617.310825344
569718.1659033012,6246648.7567177275
569709.996393992,6246678.636345871
569701.8219578404,6246706.769322922
569695.6120187201,6246725.536784914
569689.5157486146,6246740.807597106
569689.5100057664,6246740.822091888
569689.4871851912,6246740.880130301
569689.4815177519,6246740.894654727
569689.4589994209,6246740.95281015
569689.453407545,6246740.967363822
569689.4311914579,6246741.025636254
569689.4256752902,6246741.0402187975
569679.7683752901,6246766.772118798
569679.7650655388,6246766.78098008
569679.7518824746,6246766.816445918
569679.7486006938,6246766.825317554
569679.735529578,6246766.860824627
569679.7322757785,6246766.869706588
569679.7193166114,6246766.905254897
569679.7160908274,6246766.91414709
569669.3646908273,6246795.58974709
569669.3408555888,6246795.658365939
569669.248851376,6246795.933955297
569669.2266845083,6246796.003131127
569669.1414047813,6246796.280785866
569669.120919281,6246796.350478118
569669.0423640398,6246796.630198239
569669.0235719193,6246796.700366047
569662.5688719196,6246822.024566046
569662.5630651459,6246822.047733118
569662.5402072864,6246822.140492421
569662.5345851305,6246822.163705001
569662.5124671705,6246822.256640391
569662.5070299935,6246822.279896989
569662.4856519329,6246822.373008467
569662.4804000795,6246822.396307608
569654.9323000793,6246856.5150076095
569654.9180934451,6246856.58294048
569654.8644174408,6246856.855292877
569654.8517860728,6246856.923536206
569654.8044373273,6246857.196984197
569654.7933879859,6246857.26550146
569654.7523664992,6246857.540045045
569654.7429050972,6246857.608799575
569650.7288015448,6246889.506473133
569639.6113508085,6246883.270182778
569626.4444095778,6246874.955854591
569626.5015634034,6246851.813936428
569626.5015102682,6246851.787195929
569626.5008210323,6246851.680237014
569626.5005295497,6246851.653498055
569626.4988870359,6246851.546553778
569626.4983572289,6246851.519818476
569626.495761437,6246851.412888836
569626.494993348,6246851.3861593185
569625.4237933479,6246819.11785932
569625.4230030401,6246819.096374402
569625.4195339088,6246819.010447159
569625.4185896509,6246818.988968455
569625.4145049213,6246818.903070485
569625.413406762,6246818.8815991
569625.4087064341,6246818.795730403
569625.4074544295,6246818.77426744
569623.3556259748,6246785.642566926
569621.575597158,6246756.425286191
569621.1713595581,6246723.646863974
569622.9781157702,6246696.716521012
569626.6136513534,6246662.5464793295
569626.6181793936,6246662.500567856
569626.6348784652,6246662.316793557
569626.6386999609,6246662.2708178805
569626.6525694065,6246662.086830276
569626.6556834539,6246662.040801271
569626.6667232736,6246661.85660036
569626.669129136,6246661.810528911
569627.663129136,6246639.48002891
569627.6650656274,6246639.425274615
569627.6708110925,6246639.206204968
569627.6717473335,6246639.151424438
569627.6734908818,6246638.932322942
569627.6734265604,6246638.87753445
569627.6711681918,6246638.658401107
569627.6701033291,6246638.603622927
569626.8524474412,6246609.990662315
569625.8587784945,6246568.983704741
569625.8564707163,6246568.918107939
569625.8443704784,6246568.655853115
569625.8406281378,6246568.590322505
569625.8227975013,6246568.328457868
569625.8176223893,6246568.263024814
569625.794061354,6246568.001550365
569625.7874559484,6246567.936246194
569623.0359559482,6246543.415846195
569623.0249038542,6246543.3288484095
569622.9756191694,6246542.981577697
569622.9620289209,6246542.894940127
569622.902640231,6246542.549406043
569622.8865234419,6246542.463202724
569622.8170307471,6246542.119405269
569622.7984011887,6246542.03370986
569617.0174011892,6246517.195909861
569617.000884568,6246517.128489455
569616.9317071865,6246516.859608207
569616.913635117,6246516.792587987
569616.8382754676,6246516.525450756
569616.797504509,6246516.39275415
569616.6222307361,6246515.866024024
569616.5753648083,6246515.735355568
569616.4756383351,6246515.476326598
569616.449950614,6246515.411840548
569616.3442295232,6246515.155119519
569616.3170566988,6246515.091245054
569609.2723566984,6246499.049245053
569609.2600382407,6246499.021574078
569609.2102069204,6246498.911141742
569609.1976097181,6246498.883596549
569609.1466685768,6246498.773678536
569609.1337939083,6246498.746261917
569609.0817429458,6246498.636858229
569609.068592133,6246498.609573002
569601.8271921333,6246483.777073002
569601.8006741854,6246483.724090084
569601.6925200615,6246483.513226454
569601.6649609475,6246483.460777557
569601.5526855686,6246483.252131645
569601.4944872512,6246483.148917546
569601.253633044,6246482.740818596
569601.1914042578,6246482.639983221
569601.0630132932,6246482.440848498
569601.0304175665,6246482.391372137
569600.8980932106,6246482.194773443
569600.8645267594,6246482.145950457
569590.5884506289,6246467.510911467
569580.7267474539,6246452.456921341
569578.1646472322,6246448.18009441
x,y
569578.1646472322,6246448.18009441
569602.677331024,6246445.31368827
569602.6980089311,6246445.311197497
569602.7806849073,6246445.300947423
569602.8013449883,6246445.2983131595
569602.8839458104,6246445.287489625
569602.9045871114,6246445.284711993
569602.9871127793,6246445.273314998
569603.0077343122,6246445.270394131
569622.9408024143,6246442.376427254
569645.3203633857,6246440.113774225
569671.3600785021,6246437.748395761
569671.3704199604,6246437.747438318
569671.4117791557,6246437.74353695
569671.4221172952,6246437.742543708
569671.4634624209,6246437.738499212
569671.4737970289,6246437.737470189
569671.5151280846,6246437.733282567
569671.5254590043,6246437.732217779
569696.1996688176,6246435.145924235
569714.262913463,6246433.921926338
569722.5921171921,6246433.388082612
569725.1188143023,6246443.697081212
569728.8425174219,6246466.056623531
569731.9779296614,6246493.271516415
569732.8706671653,6246525.905074917
569732.7464147252,6246558.127189106
569730.0940147445,6246588.52645491
569725.1699432987,6246617.310825344
569718.1659033012,6246648.7567177275
569709.996393992,6246678.636345871
569701.8219578404,6246706.769322922
569695.6120187201,6246725.536784914
569689.5157486146,6246740.807597106
569689.5100057664,6246740.822091888
569689.4871851912,6246740.880130301
569689.4815177519,6246740.894654727
569689.4589994209,6246740.95281015
569689.453407545,6246740.967363822
569689.4311914579,6246741.025636254
569689.4256752902,6246741.0402187975
569679.7683752901,6246766.772118798
569679.7650655388,6246766.78098008
569679.7518824746,6246766.816445918
569679.7486006938,6246766.825317554
569679.735529578,6246766.860824627
569679.7322757785,6246766.869706588
569679.7193166114,6246766.905254897
569679.7160908274,6246766.91414709
569669.3646908273,6246795.58974709
569669.3408555888,6246795.658365939
569669.248851376,6246795.933955297
569669.2266845083,6246796.003131127
569669.1414047813,6246796.280785866
569669.120919281,6246796.350478118
569669.0423640398,6246796.630198239
569669.0235719193,6246796.700366047
569662.5688719196,6246822.024566046
569662.5630651459,6246822.047733118
569662.5402072864,6246822.140492421
569662.5345851305,6246822.163705001
569662.5124671705,6246822.256640391
569662.5070299935,6246822.279896989
569662.4856519329,6246822.373008467
569662.4804000795,6246822.396307608
569654.9323000793,6246856.5150076095
569654.9180934451,6246856.58294048
569654.8644174408,6246856.855292877
569654.8517860728,6246856.923536206
569654.8044373273,6246857.196984197
569654.7933879859,6246857.26550146
569654.7523664992,6246857.540045045
569654.7429050972,6246857.608799575
569650.7288015448,6246889.506473133
569639.6113508085,6246883.270182778
569626.4444095778,6246874.955854591
569626.5015634034,6246851.813936428
569626.5015102682,6246851.787195929
569626.5008210323,6246851.680237014
569626.5005295497,6246851.653498055
569626.4988870359,6246851.546553778
569626.4983572289,6246851.519818476
569626.495761437,6246851.412888836
569626.494993348,6246851.3861593185
569625.4237933479,6246819.11785932
569625.4230030401,6246819.096374402
569625.4195339088,6246819.010447159
569625.4185896509,6246818.988968455
569625.4145049213,6246818.903070485
569625.413406762,6246818.8815991
569625.4087064341,6246818.795730403
569625.4074544295,6246818.77426744
569623.3556259748,6246785.642566926
569621.575597158,6246756.425286191
569621.1713595581,6246723.646863974
569622.9781157702,6246696.716521012
569626.6136513534,6246662.5464793295
569626.6181793936,6246662.500567856
569626.6348784652,6246662.316793557
569626.6386999609,6246662.2708178805
569626.6525694065,6246662.086830276
569626.6556834539,6246662.040801271
569626.6667232736,6246661.85660036
569626.669129136,6246661.810528911
569627.663129136,6246639.48002891
569627.6650656274,6246639.425274615
569627.6708110925,6246639.206204968
569627.6717473335,6246639.151424438
569627.6734908818,6246638.932322942
569627.6734265604,6246638.87753445
569627.6711681918,6246638.658401107
569627.6701033291,6246638.603622927
569626.8524474412,6246609.990662315
569625.8587784945,6246568.983704741
569625.8564707163,6246568.918107939
569625.8443704784,6246568.655853115
569625.8406281378,6246568.590322505
569625.8227975013,6246568.328457868
569625.8176223893,6246568.263024814
569625.794061354,6246568.001550365
569625.7874559484,6246567.936246194
569623.0359559482,6246543.415846195
569623.0249038542,6246543.3288484095
569622.9756191694,6246542.981577697
569622.9620289209,6246542.894940127
569622.902640231,6246542.549406043
569622.8865234419,6246542.463202724
569622.8170307471,6246542.119405269
569622.7984011887,6246542.03370986
569617.0174011892,6246517.195909861
569617.000884568,6246517.128489455
569616.9317071865,6246516.859608207
569616.913635117,6246516.792587987
569616.8382754676,6246516.525450756
569616.797504509,6246516.39275415
569616.6222307361,6246515.866024024
569616.5753648083,6246515.735355568
569616.4756383351,6246515.476326598
569616.449950614,6246515.411840548
569616.3442295232,6246515.155119519
569616.3170566988,6246515.091245054
569609.2723566984,6246499.049245053
569609.2600382407,6246499.021574078
569609.2102069204,6246498.911141742
569609.1976097181,6246498.883596549
569609.1466685768,6246498.773678536
569609.1337939083,6246498.746261917
569609.0817429458,6246498.636858229
569609.068592133,6246498.609573002
569601.8271921333,6246483.777073002
569601.8006741854,6246483.724090084
569601.6925200615,6246483.513226454
569601.6649609475,6246483.460777557
569601.5526855686,6246483.252131645
569601.4944872512,6246483.148917546
569601.253633044,6246482.740818596
569601.1914042578,6246482.639983221
569601.0630132932,6246482.440848498
569601.0304175665,6246482.391372137
569600.8980932106,6246482.194773443
569600.8645267594,6246482.145950457
569590.5884506289,6246467.510911467
569580.7267474539,6246452.456921341
569578.1646472322,6246448.18009441
x,y
569578.1646472322,6246448.18009441
569602.677331024,6246445.31368827
569602.6980089311,6246445.311197497
569602.7806849073,6246445.300947423
569602.8013449883,6246445.2983131595
569602.8839458104,6246445.287489625
569602.9045871114,6246445.284711993
569602.9871127793,6246445.273314998
569603.0077343122,6246445.270394131
569622.9408024143,6246442.376427254
569645.3203633857,6246440.113774225
569671.3600785021,6246437.748395761
569671.3704199604,6246437.747438318
569671.4117791557,6246437.74353695
569671.4221172952,6246437.742543708
569671.4634624209,6246437.738499212
569671.4737970289,6246437.737470189
569671.5151280846,6246437.733282567
569671.5254590043,6246437.732217779
569696.1996688176,6246435.145924235
569714.262913463,6246433.921926338
569722.5921171921,6246433.388082612
569725.1188143023,6246443.697081212
569728.8425174219,6246466.056623531
569731.9779296614,6246493.271516415
569732.8706671653,6246525.905074917
569732.7464147252,6246558.127189106
569730.0940147445,6246588.52645491
569725.1699432987,6246617.310825344
569718.1659033012,6246648.7567177275
569709.996393992,6246678.636345871
569701.8219578404,6246706.769322922
569695.6120187201,6246725.536784914
569689.5157486146,6246740.807597106
569689.5100057664,6246740.822091888
569689.4871851912,6246740.880130301
569689.4815177519,6246740.894654727
569689.4589994209,6246740.95281015
569689.453407545,6246740.967363822
569689.4311914579,6246741.025636254
569689.4256752902,6246741.0402187975
569679.7683752901,6246766.772118798
569679.7650655388,6246766.78098008
569679.7518824746,6246766.816445918
569679.7486006938,6246766.825317554
569679.735529578,6246766.860824627
569679.7322757785,6246766.869706588
569679.7193166114,6246766.905254897
569679.7160908274,6246766.91414709
569669.3646908273,6246795.58974709
569669.3408555888,6246795.658365939
569669.248851376,6246795.933955297
569669.2266845083,6246796.003131127
569669.1414047813,6246796.280785866
569669.120919281,6246796.350478118
569669.0423640398,6246796.630198239
569669.0235719193,6246796.700366047
569662.5688719196,6246822.024566046
569662.5630651459,6246822.047733118
569662.5402072864,6246822.140492421
569662.5345851305,6246822.163705001
569662.5124671705,6246822.256640391
569662.5070299935,6246822.279896989
569662.4856519329,6246822.373008467
569662.4804000795,6246822.396307608
569654.9323000793,6246856.5150076095
569654.9180934451,6246856.58294048
569654.8644174408,6246856.855292877
569654.8517860728,6246856.923536206
569654.8044373273,6246857.196984197
569654.7933879859,6246857.26550146
569654.7523664992,6246857.540045045
569654.7429050972,6246857.608799575
569650.7288015448,6246889.506473133
569639.6113508085,6246883.270182778
569626.4444095778,6246874.955854591
569626.5015634034,6246851.813936428
569626.5015102682,6246851.787195929
569626.5008210323,6246851.680237014
569626.5005295497,6246851.653498055
569626.4988870359,6246851.546553778
569626.4983572289,6246851.519818476
569626.495761437,6246851.412888836
569626.494993348,6246851.3861593185
569625.4237933479,6246819.11785932
569625.4230030401,6246819.096374402
569625.4195339088,6246819.010447159
569625.4185896509,6246818.988968455
569625.4145049213,6246818.903070485
569625.413406762,6246818.8815991
569625.4087064341,6246818.795730403
569625.4074544295,6246818.77426744
569623.3556259748,6246785.642566926
569621.575597158,6246756.425286191
569621.1713595581,6246723.646863974
569622.9781157702,6246696.716521012
569626.6136513534,6246662.5464793295
569626.6181793936,6246662.500567856
569626.6348784652,6246662.316793557
569626.6386999609,6246662.2708178805
569626.6525694065,6246662.086830276
569626.6556834539,6246662.040801271
569626.6667232736,6246661.85660036
569626.669129136,6246661.810528911
569627.663129136,6246639.48002891
